Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers,commits,clone_date,developers_count,commit_count_after_introduction
FaithLV/Spectabis,2016-10-31 00:23:48+00:00,4618,35,C#,8,10,12,0,GPL-3.0,2016-10-31 00:26:31+00:00,11.0,307.0,2026-06-16 02:03:49.121947,11,307
Sitecore/Sitecore.HabitatHome.Platform,2017-10-11 16:14:58+00:00,114530,21,C#,18,3,22,10,MPL-2.0,2018-11-27 19:00:51+00:00,11.0,306.0,2026-06-16 02:03:51.374741,11,322
x97mdr/pickles,2011-09-24 16:37:07+00:00,85498,52,C#,160,19,6,9,Apache-2.0,2018-02-02 15:26:45+00:00,11.0,303.0,2026-06-16 02:04:27.418733,11,303
exercism/research_experiment_1,2019-11-29 19:43:59+00:00,219,1,C#,8,4,3,9,MIT,2019-12-27 09:22:39+00:00,23.0,302.0,2026-06-16 02:04:29.957250,23,302
tom-englert/DataGridExtensions,2016-06-26 09:44:55+00:00,730,201,C#,35,7,20,2,MIT,2019-12-08 17:18:34+00:00,8.0,302.0,2026-06-16 02:04:32.101349,8,318
microsoft/aspnet-api-versioning,2016-07-26 14:13:32+00:00,1970,1521,C#,430,13,103,13,MIT,2019-12-28 20:18:51+00:00,5.0,298.0,2026-06-16 02:04:34.161346,12,423
niltor/open-pdd-net-sdk,2018-09-05 13:35:54+00:00,2819,14,C#,9,0,5,7,Apache-2.0,2019-10-08 07:19:00+00:00,12.0,295.0,2026-06-16 02:04:36.724401,13,318
skybrud/Skybrud.Umbraco.GridData,2014-09-18 07:09:27+00:00,2438,29,C#,13,8,13,10,MIT,2019-12-19 20:18:37+00:00,11.0,293.0,2026-06-16 02:04:39.024301,11,297
JohnMasen/ChakraCore.NET,2017-02-11 14:43:45+00:00,1241,42,C#,15,7,5,5,MIT,2018-02-03 13:25:27+00:00,9.0,291.0,2026-06-16 02:04:41.150140,9,294
ramondeklein/nwebdav,2016-03-20 17:00:36+00:00,3224,76,C#,20,7,19,5,MIT,2019-10-11 07:19:09+00:00,8.0,290.0,2026-06-16 02:04:43.233316,8,290
Pereingo/statsd-csharp-client,2012-07-10 17:20:58+00:00,982,99,C#,91,2,14,19,MIT,2017-04-17 21:12:27+00:00,23.0,289.0,2026-06-16 02:04:45.360609,23,289
AndreiMisiukevich/HotReload,2018-11-03 23:33:10+00:00,26286,376,C#,42,1,34,12,MIT,2019-11-10 01:29:38+00:00,17.0,289.0,2026-06-16 02:04:47.317262,17,289
brminnick/InvestmentDataSampleApp,2016-06-29 18:12:35+00:00,6087,30,C#,11,3,7,0,MIT,2016-06-29 18:12:42+00:00,4.0,286.0,2026-06-16 02:04:50.565578,4,286
phonicmouse/SharpPaste,2016-08-02 16:33:08+00:00,11259,14,C#,5,40,3,0,MIT,2016-12-20 15:50:04+00:00,5.0,284.0,2026-06-16 02:04:53.076477,5,284
MitchBodmer/serilog-sinks-testcorrelator,2017-03-08 22:56:45+00:00,165,32,C#,7,0,8,5,MIT,2019-04-02 06:18:46+00:00,6.0,279.0,2026-06-16 02:04:55.499645,6,284
nikeee/TeamSpeak3QueryAPI,2014-05-26 06:49:07+00:00,1484,24,C#,6,7,7,3,GPL-3.0,2018-01-17 11:04:37+00:00,11.0,274.0,2026-06-16 02:04:57.391115,12,286
conceptdev/xamarin-forms-samples,2014-05-28 14:54:56+00:00,33383,396,C#,647,17,96,1,MIT,2017-06-19 03:39:03+00:00,3.0,271.0,2026-06-16 02:04:59.403886,3,271
dlmelendez/identityazuretable,2014-07-08 22:35:58+00:00,6630,66,C#,26,1,17,3,MIT,2019-11-16 02:18:54+00:00,7.0,266.0,2026-06-16 02:05:02.939947,7,374
Burgyn/MMLib.SwaggerForOcelot,2018-11-26 18:32:50+00:00,297,45,C#,15,8,8,10,MIT,2019-07-30 06:37:07+00:00,33.0,265.0,2026-06-16 02:05:05.319282,36,279
IKende/FastHttpApi,2018-09-14 03:00:26+00:00,50945,463,C#,126,1,56,1,Apache-2.0,2020-01-12 12:19:55+00:00,4.0,263.0,2026-06-16 02:05:07.278987,4,264
MrJul/ReSharper.EnhancedTooltip,2013-12-10 23:14:08+00:00,2389,96,C#,16,14,24,4,Apache-2.0,2018-01-16 22:37:22+00:00,8.0,258.0,2026-06-16 02:05:11.452576,9,266
ttu/dotnet-fake-json-server,2017-03-24 19:44:34+00:00,348,147,C#,36,6,8,11,MIT,2019-06-16 14:18:48+00:00,21.0,254.0,2026-06-16 02:05:13.603999,27,268
aspnet/HtmlAbstractions,2015-12-01 22:34:07+00:00,269,27,C#,16,0,32,19,Apache-2.0,2017-11-24 23:08:04+00:00,22.0,250.0,2026-06-16 02:05:15.573025,22,250
akkadotnet/Akka.Quartz.Actor,2016-03-05 05:08:23+00:00,3705,30,C#,22,7,14,15,Apache-2.0,2019-11-14 18:19:09+00:00,19.0,247.0,2026-06-16 02:05:17.499078,19,255
kwaazaar/Resonance,2016-09-09 10:06:31+00:00,4218,8,C#,5,5,3,1,MIT,2018-01-31 10:24:00+00:00,2.0,244.0,2026-06-16 02:05:19.693771,2,244
Alex141/CalcBinding,2014-12-05 16:20:33+00:00,355,272,C#,38,14,21,5,Apache-2.0,2019-06-29 22:19:09+00:00,11.0,242.0,2026-06-16 02:05:22.012220,11,242
JamesRandall/AzureFromTheTrenches.Commanding,2017-05-10 20:00:25+00:00,3476,31,C#,7,5,6,3,MIT,2019-12-11 20:18:52+00:00,3.0,240.0,2026-06-16 02:05:23.925534,3,240
JasperFx/oakton,2016-07-14 12:14:15+00:00,15485,113,C#,12,3,10,7,Apache-2.0,2019-10-18 12:18:49+00:00,20.0,235.0,2026-06-16 02:05:26.191352,24,262
half-ogre/qed,2013-11-19 09:22:57+00:00,822,49,C#,19,27,10,6,MIT,2017-11-24 20:11:01+00:00,7.0,235.0,2026-06-16 02:05:29.024581,7,235
liangxiegame/QFramework,2016-02-05 11:30:53+00:00,23744,979,C#,295,7,108,3,MIT,2017-03-23 16:17:21+00:00,9.0,230.0,2026-06-16 02:05:30.889978,11,304
AkkaNetContrib/Akka.Persistence.PostgreSql,2015-05-21 08:15:14+00:00,2227,20,C#,19,14,10,13,Apache-2.0,2018-12-05 13:18:15+00:00,28.0,229.0,2026-06-16 02:05:57.916729,28,236
sharepoint-sherpa/sherpa,2014-08-17 13:04:15+00:00,1094,11,C#,9,2,6,4,MIT,2018-01-17 11:25:41+00:00,8.0,227.0,2026-06-16 02:06:00.080234,8,227
damianh/LittleForker,2017-09-26 17:38:56+00:00,328,41,C#,6,12,5,3,MIT,2019-11-07 14:09:59+00:00,9.0,226.0,2026-06-16 02:06:02.038418,10,249
plmwong/log4net-raygun,2015-02-27 01:54:12+00:00,7563,7,C#,6,2,2,4,MIT,2019-10-23 09:15:03+00:00,5.0,221.0,2026-06-16 02:06:04.207023,5,221
paulbatum/Dominion,2010-07-16 07:48:38+00:00,7945,41,C#,15,0,6,4,MIT,2017-04-13 12:39:10+00:00,5.0,220.0,2026-06-16 02:06:07.182994,5,220
aspnet/HttpClientFactory,2017-10-02 20:54:41+00:00,276,230,C#,45,0,58,1,Apache-2.0,2017-10-10 03:07:41+00:00,21.0,219.0,2026-06-16 02:06:09.234980,21,219
brminnick/XamList,2017-07-25 21:23:25+00:00,357,22,C#,12,2,2,1,MIT,2018-01-17 05:16:19+00:00,6.0,216.0,2026-06-16 02:06:11.095543,6,216
jacqueskang/EventSourcing,2018-11-12 08:20:07+00:00,649,35,C#,7,2,4,1,MIT,2019-08-01 15:18:49+00:00,2.0,214.0,2026-06-16 02:06:13.028337,4,253
ninjanye/SearchExtensions,2013-04-01 19:29:34+00:00,583,140,C#,29,8,17,6,MIT,2019-06-17 23:18:46+00:00,8.0,213.0,2026-06-16 02:06:15.150146,9,231
Legorobotdude/VR-Education-Toolkit,2018-02-24 07:50:50+00:00,72236,5,C#,5,10,5,1,GPL-3.0,2018-02-24 12:26:54+00:00,5.0,213.0,2026-06-16 02:06:17.090427,5,213
joeharrison714/MVCGrid.Net,2015-02-06 14:15:28+00:00,2267,53,C#,49,116,13,4,MIT,2017-02-23 07:02:07+00:00,8.0,213.0,2026-06-16 02:06:23.227472,8,213
myloveCc/NETCore.Encrypt,2017-06-16 03:41:36+00:00,150,197,C#,45,4,15,4,MIT,2019-08-30 07:18:03+00:00,12.0,209.0,2026-06-16 02:06:25.362027,12,209
Hyperparticle/nodulus,2016-05-13 03:48:26+00:00,440882,53,C#,12,0,9,1,MIT,2017-10-10 09:19:08+00:00,3.0,207.0,2026-06-16 02:06:27.239249,3,207
PlayFab/gsdk,2018-04-09 19:46:50+00:00,102450,8,C#,7,1,26,9,Apache-2.0,2019-09-18 18:19:02+00:00,36.0,205.0,2026-06-16 02:06:46.431809,39,220
daniel-luberda/DLToolkit.Forms.Controls,2015-10-10 01:58:51+00:00,3164,332,C#,142,70,34,10,Apache-2.0,2019-03-05 17:36:57+00:00,11.0,205.0,2026-06-16 02:06:52.950939,11,205
AutomataDotNet/Automata,2015-10-06 21:32:06+00:00,1701,29,C#,13,1,5,2,MIT,2017-06-14 04:36:41+00:00,4.0,205.0,2026-06-16 02:06:55.041180,4,205
lwYeo/SoliditySHA3Miner,2018-06-29 16:50:23+00:00,856,10,C#,8,0,2,1,Apache-2.0,2019-04-07 03:51:54+00:00,3.0,204.0,2026-06-16 02:06:58.045753,3,204
ygoe/TxTranslation,2013-08-17 10:34:32+00:00,7299,16,C#,8,7,6,2,GPL-3.0,2017-11-24 22:54:18+00:00,2.0,203.0,2026-06-16 02:07:00.432273,2,203
Banbury/UnitySpritesAndBones,2013-12-28 11:59:33+00:00,21233,314,C#,98,1,55,7,MIT,2017-03-23 16:08:50+00:00,8.0,202.0,2026-06-16 02:07:02.790898,8,202
GeertBellekens/UML-Tooling-Framework,2011-02-14 04:25:17+00:00,154,21,C#,9,0,8,3,BSD-2-Clause,2017-09-27 13:36:40+00:00,7.0,200.0,2026-06-16 02:07:05.656102,7,202
Azure/dotnet-template-azure-iot-edge-module,2017-08-22 02:55:12+00:00,151,1,C#,16,7,12,9,MIT,2019-12-24 06:25:52+00:00,23.0,200.0,2026-06-16 02:07:07.597670,23,200
lysilver/KopSoftWms,2019-03-05 07:04:03+00:00,3779,133,C#,73,1,11,1,MIT,2019-03-06 04:23:50+00:00,9.0,197.0,2026-06-16 02:07:09.941467,9,218
kannan-ar/MariGold.OpenXHTML,2015-11-10 01:35:32+00:00,395,36,C#,15,4,11,2,MIT,2019-12-21 13:18:31+00:00,3.0,196.0,2026-06-16 02:07:12.129489,3,196
natemcmaster/dotnet-serve,2017-12-13 04:43:16+00:00,201,359,C#,29,2,15,11,Apache-2.0,2019-12-04 06:21:53+00:00,21.0,195.0,2026-06-16 02:07:14.081402,22,202
VahidN/DNTPersianUtils.Core,2017-01-22 21:32:09+00:00,191,110,C#,23,0,16,4,Apache-2.0,2019-12-12 06:19:32+00:00,15.0,194.0,2026-06-16 02:07:15.942889,16,223
Blazored/Typeahead,2019-05-19 22:16:55+00:00,1278,71,C#,22,7,8,9,MIT,2019-12-29 14:21:55+00:00,20.0,193.0,2026-06-16 02:07:21.392204,20,193
unitycontainer/configuration,2017-10-06 02:52:51+00:00,1519,5,C#,7,9,5,4,Apache-2.0,2017-10-29 02:04:44+00:00,8.0,191.0,2026-06-16 02:07:23.853044,8,191
nycdotnet/TSqlFlex,2014-05-08 19:51:12+00:00,585,48,C#,12,25,20,1,MIT,2017-11-24 19:50:03+00:00,3.0,189.0,2026-06-16 02:07:25.863509,3,189
NetCoreStack/Hisar,2017-04-15 18:16:07+00:00,5760,14,C#,6,1,7,2,MIT,2019-03-05 18:03:28+00:00,4.0,189.0,2026-06-16 02:07:27.747296,4,189
amoraitis/TodoList,2018-10-10 19:50:37+00:00,745,11,C#,38,16,2,5,MIT,2019-10-26 16:49:11+00:00,31.0,188.0,2026-06-16 02:07:29.933237,31,188
matteofabbri/AspNetCore.Identity.Mongo,2018-02-14 17:41:23+00:00,23963,77,C#,24,0,14,7,MIT,2019-11-25 18:18:36+00:00,19.0,186.0,2026-06-16 02:07:32.025199,20,204
tjscience/RoboSharp,2015-08-01 18:56:24+00:00,349,72,C#,33,18,10,12,MIT,2018-11-30 06:18:10+00:00,22.0,184.0,2026-06-16 02:07:35.256008,22,193
prasannavl/LiquidState,2014-11-26 23:34:40+00:00,590,94,C#,15,7,12,1,Apache-2.0,2018-01-16 21:29:57+00:00,4.0,183.0,2026-06-16 02:07:37.489175,4,183
Shuttle/Shuttle.Core.Data,2014-11-09 05:16:24+00:00,847,2,C#,6,4,2,1,BSD-3-Clause,2019-07-16 16:18:34+00:00,2.0,176.0,2026-06-16 02:07:39.395144,2,205
tpeczek/Lib.Web.Mvc,2014-09-03 16:56:26+00:00,777,38,C#,24,0,9,2,MIT,2018-11-08 05:23:33+00:00,4.0,174.0,2026-06-16 02:07:41.375970,4,177
ryanjon2040/UE4-Binary-Builder,2016-12-27 10:20:26+00:00,79,28,C#,18,0,8,0,MIT,2016-12-27 10:20:37+00:00,10.0,174.0,2026-06-16 02:07:43.342724,10,174
wbap/hackathon-2017-sample,2017-07-31 07:47:19+00:00,107753,0,C#,16,2,14,4,Apache-2.0,2019-03-31 18:32:45+00:00,7.0,172.0,2026-06-16 02:07:45.262267,7,172
hmemcpy/Nancy.ReSharper,2012-08-06 07:11:27+00:00,1282,53,C#,8,9,16,2,MIT,2017-08-24 18:52:21+00:00,3.0,168.0,2026-06-16 02:07:52.779856,3,168
zlynn1990/SpaceSim,2016-02-11 02:01:49+00:00,56497,128,C#,16,0,14,2,MIT,2017-04-03 14:48:53+00:00,6.0,167.0,2026-06-16 02:07:54.772537,6,167
OSVR/Managed-OSVR,2015-03-31 14:29:53+00:00,18717,12,C#,11,17,23,3,Apache-2.0,2017-11-24 21:39:11+00:00,6.0,167.0,2026-06-16 02:08:01.875164,6,167
AMVSoftware/Cake.SqlServer,2016-09-07 15:46:06+00:00,2325,29,C#,13,2,4,10,MIT,2019-10-19 00:18:34+00:00,16.0,165.0,2026-06-16 02:08:04.827344,16,165
justcoding121/Stream-Extended,2017-06-30 02:16:00+00:00,4050,18,C#,10,2,4,4,MIT,2019-04-23 23:18:41+00:00,6.0,165.0,2026-06-16 02:08:06.959172,6,165
jmelosegui/GooglemapMvc,2014-09-26 17:41:26+00:00,11552,90,C#,56,35,19,2,GPL-2.0,2016-05-27 17:04:01+00:00,3.0,163.0,2026-06-16 02:08:09.092485,3,165
MathosProject/Mathos-Parser,2014-12-30 21:33:16+00:00,286,18,C#,9,5,7,4,BSD-3-Clause,2018-11-30 18:18:15+00:00,9.0,162.0,2026-06-16 02:08:11.585549,9,162
sergey-brutsky/mi-home,2017-08-26 12:39:04+00:00,92,20,C#,15,1,6,1,MIT,2017-10-29 05:01:30+00:00,10.0,162.0,2026-06-16 02:08:13.442681,10,213
dzimchuk/book-fast-service-fabric,2016-12-19 13:10:55+00:00,501,35,C#,10,0,3,0,MIT,2016-12-27 03:04:06+00:00,3.0,161.0,2026-06-16 02:08:15.440451,3,161
WebApiContrib/WebApiContrib.IoC.Unity,2012-06-10 01:44:08+00:00,2603,5,C#,7,0,3,11,MIT,2019-06-06 07:39:47+00:00,13.0,159.0,2026-06-16 02:08:17.480304,13,159
EminemJK/Banana,2018-11-20 07:05:08+00:00,3142,40,C#,15,1,5,2,MIT,2019-08-19 07:18:33+00:00,5.0,158.0,2026-06-16 02:08:19.499648,5,158
dotnet-security-guard/roslyn-security-guard,2016-04-28 03:45:27+00:00,1197,178,C#,31,21,33,11,LGPL-3.0,2018-01-17 03:58:49+00:00,12.0,157.0,2026-06-16 02:08:21.601012,12,157
davetimmins/Anywhere.ArcGIS,2017-10-26 05:41:39+00:00,262,39,C#,15,2,8,4,MIT,2019-09-09 21:19:03+00:00,9.0,157.0,2026-06-16 02:08:23.577450,10,160
FluentIL/FluentIL,2011-02-07 00:30:18+00:00,10549,94,C#,16,5,10,3,Apache-2.0,2017-11-24 18:57:33+00:00,9.0,154.0,2026-06-16 02:08:25.943461,9,154
notpod/Notpod-1.x,2011-08-20 12:37:52+00:00,892,7,C#,7,27,6,2,GPL-3.0,2017-11-25 11:07:48+00:00,4.0,152.0,2026-06-16 02:08:28.313373,4,152
nberardi/stripe-dotnet,2011-12-09 13:36:38+00:00,8310,45,C#,24,5,9,13,MIT,2016-05-28 04:39:50+00:00,13.0,152.0,2026-06-16 02:08:30.231547,13,152
adamralph-archive/scriptcs-nancy,2013-05-08 18:55:36+00:00,6647,36,C#,7,17,7,2,MIT,2016-05-27 19:38:56+00:00,2.0,152.0,2026-06-16 02:08:32.143987,2,152
geeklearningio/gl-dotnet-storage,2016-04-29 18:09:23+00:00,194,14,C#,5,8,3,5,MIT,2018-06-09 18:40:42+00:00,8.0,151.0,2026-06-16 02:08:34.363307,8,151
urfnet/URF.Core,2018-01-22 16:37:45+00:00,5737,107,C#,23,3,21,4,MIT,2019-10-14 18:18:41+00:00,6.0,148.0,2026-06-16 02:08:36.295811,7,152
sotsera/sotsera.blazor.toaster,2018-07-08 08:05:23+00:00,2625,69,C#,17,0,6,6,MIT,2020-01-03 17:18:54+00:00,7.0,148.0,2026-06-16 02:08:38.524262,7,148
ritterim/releases,2015-12-08 20:33:49+00:00,1265,13,C#,8,0,11,6,MIT,2017-06-01 04:36:51+00:00,7.0,147.0,2026-06-16 02:08:40.635294,7,147
IgnaceMaes/MaterialSkin,2014-12-19 19:13:30+00:00,435,1905,C#,590,131,192,14,MIT,2017-03-23 16:07:03+00:00,17.0,147.0,2026-06-16 02:08:42.556615,17,148
KirillOsenkov/RoslynQuoter,2014-12-21 05:44:30+00:00,673,421,C#,67,10,29,4,Apache-2.0,2017-03-23 16:18:04+00:00,11.0,146.0,2026-06-16 02:08:44.420278,13,155
jdehlin/Xamarin-Sidebar,2013-11-11 20:19:23+00:00,50034,95,C#,64,23,14,13,Apache-2.0,2018-11-15 16:34:46+00:00,21.0,146.0,2026-06-16 02:08:46.359413,21,146
jamesfoster/DeepEqual,2013-05-18 13:23:35+00:00,414,109,C#,23,2,9,4,MIT,2018-12-07 03:18:40+00:00,8.0,145.0,2026-06-16 02:08:50.715542,9,146
olsh/todoist-net,2016-12-05 00:11:42+00:00,401,36,C#,8,0,8,1,MIT,2019-11-25 20:19:03+00:00,9.0,145.0,2026-06-16 02:08:52.690379,10,163
jtilander/niftyplugins,2015-03-24 05:07:03+00:00,8936,26,C#,15,32,6,3,MIT,2018-01-16 20:48:12+00:00,6.0,143.0,2026-06-16 02:08:54.679003,6,111
AaronLenoir/flaclibsharp,2013-03-28 23:32:38+00:00,2073,13,C#,5,7,3,1,Apache-2.0,2018-12-07 23:18:11+00:00,5.0,141.0,2026-06-16 02:08:57.078147,5,141
Litipk/ColorSharp,2014-10-03 11:37:55+00:00,1577,35,C#,16,11,5,2,MIT,2016-05-27 14:49:15+00:00,2.0,139.0,2026-06-16 02:08:59.153398,2,139
gearz-lab/lambda2js,2015-01-23 02:19:49+00:00,508,35,C#,10,2,7,9,MIT,2019-06-27 20:18:44+00:00,12.0,139.0,2026-06-16 02:09:01.099432,13,145
HangfireIO/Hangfire.Autofac,2014-04-01 13:25:27+00:00,1774,43,C#,30,0,11,8,MIT,2018-01-17 02:45:44+00:00,10.0,139.0,2026-06-16 02:09:03.009037,11,181
nishanil/Dev-Days-HOL,2016-08-18 13:50:30+00:00,81762,34,C#,37,3,8,1,MIT,2016-10-17 23:08:16+00:00,4.0,139.0,2026-06-16 02:09:05.429036,4,139
PlayFab/PlayFabGameServer,2016-02-08 19:45:10+00:00,16401,41,C#,11,0,29,1,Apache-2.0,2017-11-24 20:09:14+00:00,13.0,138.0,2026-06-16 02:09:10.813399,13,138
VahidN/DNTCommon.Web.Core,2018-04-18 09:13:56+00:00,729,47,C#,7,2,14,2,Apache-2.0,2019-12-07 13:18:35+00:00,6.0,138.0,2026-06-16 02:09:13.701186,6,585
PicNet/XGBoost.Net,2016-11-27 22:39:26+00:00,16408,33,C#,11,9,9,7,Apache-2.0,2018-12-05 20:18:13+00:00,12.0,137.0,2026-06-16 02:09:15.912989,12,138
XamFormsExtended/Xfx.Controls,2017-03-04 23:50:01+00:00,18845,164,C#,62,45,22,5,MIT,2019-04-01 20:15:43+00:00,11.0,136.0,2026-06-16 02:09:18.909177,11,136
Elringus/SpriteGlow,2016-09-08 20:48:21+00:00,36086,864,C#,126,1,69,1,MIT,2016-09-11 15:50:22+00:00,2.0,135.0,2026-06-16 02:09:21.778703,2,136
tpeczek/Lib.AspNetCore.ServerSentEvents,2017-02-09 09:59:20+00:00,676,105,C#,14,3,12,2,MIT,2019-09-23 21:19:24+00:00,5.0,135.0,2026-06-16 02:09:25.615121,6,143
schulz3000/deepstreamNet,2016-03-06 19:05:23+00:00,182,26,C#,6,4,5,1,MIT,2017-07-20 20:20:21+00:00,3.0,134.0,2026-06-16 02:09:27.730280,3,134
SparkleNetworks/LinkedInNET,2014-10-20 12:42:40+00:00,681,24,C#,27,6,11,4,LGPL-3.0,2018-01-28 11:25:12+00:00,7.0,134.0,2026-06-16 02:09:29.677539,7,134
Esri/military-tools-desktop-addins,2017-01-27 18:23:17+00:00,6720,7,C#,6,15,45,0,Apache-2.0,2017-02-02 21:05:41+00:00,11.0,132.0,2026-06-16 02:09:31.592293,11,133
ArxOne/FTP,2015-03-10 19:44:55+00:00,3866,26,C#,11,3,4,2,MIT,2019-01-26 22:18:42+00:00,9.0,131.0,2026-06-16 02:09:33.895456,9,131
IKende/BeetleX,2018-09-05 01:02:44+00:00,1568,477,C#,135,1,56,2,Apache-2.0,2020-01-06 09:20:37+00:00,9.0,131.0,2026-06-16 02:09:35.971996,9,132
cdemi/PRTG-Redis-Sensor,2016-05-14 09:53:42+00:00,347,10,C#,6,0,2,1,MIT,2016-06-26 04:34:23+00:00,13.0,129.0,2026-06-16 02:09:37.957557,13,129
Azure-Samples/active-directory-dotnet-webapi-manual-jwt-validation,2014-04-15 23:17:31+00:00,732,33,C#,24,9,37,3,MIT,2017-11-24 19:22:19+00:00,20.0,127.0,2026-06-16 02:09:39.844561,20,127
GameUnion/ConfigProtocol,2016-12-16 01:31:51+00:00,24092,7,C#,10,0,3,1,Apache-2.0,2016-12-16 02:03:16+00:00,4.0,126.0,2026-06-16 02:09:41.862208,6,128
Shuttle/Shuttle.Core.Infrastructure,2014-11-15 07:37:20+00:00,936,4,C#,6,1,1,3,BSD-3-Clause,2018-01-16 21:29:40+00:00,5.0,124.0,2026-06-16 02:09:45.207534,5,124
bradygaster-zz/downr,2017-01-07 06:01:28+00:00,40240,70,C#,20,4,4,0,Apache-2.0,2017-01-07 10:26:18+00:00,7.0,121.0,2026-06-16 02:09:47.121699,7,121
martijnboland/RavenDBMembership,2010-11-15 12:31:52+00:00,50236,57,C#,28,1,5,2,MIT,2018-01-17 04:40:34+00:00,2.0,120.0,2026-06-16 02:09:50.647685,2,120
RetireNet/dotnet-retire,2017-05-15 14:00:28+00:00,191,93,C#,7,7,8,5,MIT,2019-12-10 15:18:39+00:00,8.0,120.0,2026-06-16 02:09:55.234637,8,120
daxnet/daxnet-blog,2016-09-26 14:19:22+00:00,5016,25,C#,9,0,0,1,MIT,2016-09-26 14:19:31+00:00,2.0,118.0,2026-06-16 02:09:57.185621,2,118
thelehhman/ynoteclassic,2014-01-21 13:14:02+00:00,18778,22,C#,10,1,5,2,GPL-2.0,2017-11-24 19:58:54+00:00,4.0,117.0,2026-06-16 02:09:59.346182,4,117
NullDesk/nullmailer,2017-01-20 00:08:12+00:00,515,8,C#,6,9,5,1,MIT,2019-08-23 10:18:48+00:00,2.0,117.0,2026-06-16 02:10:02.146429,2,119
FFXIVAPP/sharlayan,2015-11-28 04:12:22+00:00,8860,69,C#,32,14,19,6,MIT,2019-07-14 03:18:30+00:00,9.0,115.0,2026-06-16 02:10:04.777026,11,139
KevinHoward/Irony,2010-10-18 15:10:47+00:00,1299,22,C#,11,1,1,2,MIT,2016-05-27 19:34:34+00:00,2.0,114.0,2026-06-16 02:10:08.149686,2,2
Quobject/SocketIoClientDotNet,2014-09-28 03:44:21+00:00,13898,637,C#,197,61,68,24,MIT,2019-01-01 08:18:42+00:00,20.0,112.0,2026-06-16 02:10:10.526197,20,112
NewLifeX/XTemplate,2016-06-25 16:23:46+00:00,423,6,C#,7,0,10,1,MIT,2016-06-25 16:25:05+00:00,7.0,111.0,2026-06-16 02:10:13.238170,7,113
stormid/nest-searchify,2015-09-02 08:35:28+00:00,289,7,C#,7,0,9,3,Apache-2.0,2019-10-08 13:19:06+00:00,6.0,109.0,2026-06-16 02:10:15.140098,6,109
Azure/ai-toolkit-iot-edge,2017-11-10 22:00:36+00:00,129,112,C#,47,7,38,7,MIT,2017-11-25 23:13:27+00:00,16.0,109.0,2026-06-16 02:10:17.162083,16,109
abjerner/Skybrud.Social.Umbraco,2014-07-13 14:11:47+00:00,4976,18,C#,6,6,4,3,MIT,2019-06-20 22:18:49+00:00,5.0,103.0,2026-06-16 02:10:19.045100,5,103
jlouros/StashApiCSharp,2014-10-18 01:52:01+00:00,1911,21,C#,35,7,5,12,MIT,2018-01-17 02:49:47+00:00,25.0,103.0,2026-06-16 02:10:21.286500,25,103
IdentityModel/IdentityModel.OidcClient.Old,2016-02-18 10:39:34+00:00,162,39,C#,17,0,5,6,Apache-2.0,2017-07-02 17:39:14+00:00,6.0,102.0,2026-06-16 02:10:23.372414,6,102
AydinAdn/MediaToolkit,2014-02-04 22:48:02+00:00,66772,385,C#,147,52,53,16,MIT,2018-01-16 21:05:40+00:00,20.0,101.0,2026-06-16 02:10:25.265146,20,101
kapetan/dns,2013-04-14 19:32:57+00:00,330,165,C#,76,9,32,7,MIT,2018-01-05 23:19:54+00:00,15.0,101.0,2026-06-16 02:10:31.554846,15,101
PKISolutions/Asn1Editor.WPF,2018-06-03 12:16:05+00:00,700,16,C#,7,4,1,3,MS-PL,2019-07-22 06:38:54+00:00,7.0,100.0,2026-06-16 02:10:33.463278,8,476
fredrikn/hoverfly-dotnet,2017-02-14 07:21:44+00:00,26915,24,C#,7,0,4,4,Apache-2.0,2019-07-01 21:55:00+00:00,8.0,100.0,2026-06-16 02:10:35.583650,8,100
michaelburns/LaunchPad,2015-11-18 21:24:04+00:00,1839,45,C#,5,1,19,2,MIT,2017-04-06 19:03:57+00:00,5.0,100.0,2026-06-16 02:10:38.767994,5,114
khalidabuhakmeh/ConsoleTables,2013-05-01 19:41:31+00:00,111,299,C#,72,10,8,9,MIT,2019-12-18 16:18:40+00:00,21.0,99.0,2026-06-16 02:10:40.816376,27,118
mapbox/vector-tile-cs,2016-10-06 23:37:36+00:00,761,20,C#,13,12,67,4,BSD-3-Clause,2018-01-17 01:01:47+00:00,6.0,99.0,2026-06-16 02:10:42.669438,6,99
extent-framework/extentreports-csharp,2018-12-18 03:30:14+00:00,198,24,C#,18,29,8,2,Apache-2.0,2019-12-24 06:21:49+00:00,6.0,99.0,2026-06-16 02:10:44.577884,6,109
dotnet/ILMerge,2016-09-08 23:12:32+00:00,680,441,C#,61,30,116,12,MIT,2019-04-10 19:18:45+00:00,17.0,98.0,2026-06-16 02:10:46.554252,17,98
GreyCorbel/admpwd-e,2015-10-07 14:44:45+00:00,305,15,C#,10,0,13,2,GPL-2.0,2018-01-16 20:58:03+00:00,5.0,98.0,2026-06-16 02:10:48.534400,5,98
cwensley/pablodraw,2017-12-22 08:30:55+00:00,5666,65,C#,7,12,7,1,MIT,2018-01-17 12:52:58+00:00,2.0,97.0,2026-06-16 02:10:50.433160,2,110
